domain,season,metric,comparison,units,omitted_model,full_mean,leave_one_out_mean,full_sign,leave_one_out_sign,sign_changed,model_count
atlantic_southeast,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.9600416,-2.0120709,-1,-1,False,3
atlantic_southeast,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.9600416,-2.0026527,-1,-1,False,3
atlantic_southeast,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.9600416,-2.1041012,-1,-1,False,3
atlantic_southeast,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.9600416,-1.7213417,-1,-1,False,3
atlantic_southeast,MAM,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,-0.0702493,-0.0915674,-1,-1,False,3
atlantic_southeast,MAM,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,-0.0702493,-0.1314749,-1,-1,False,3
atlantic_southeast,MAM,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,-0.0702493,-0.1539003,-1,-1,False,3
atlantic_southeast,MAM,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,-0.0702493,0.0959455,-1,1,True,3
atlantic_southeast,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.1313559,-0.2793684,-1,-1,False,3
atlantic_southeast,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.1313559,-0.1332159,-1,-1,False,3
atlantic_southeast,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.1313559,-0.1646194,-1,-1,False,3
atlantic_southeast,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.1313559,0.0517799,-1,1,True,3
atlantic_southeast,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0611067,-0.1878010,-1,-1,False,3
atlantic_southeast,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0611067,-0.0017409,-1,-1,False,3
atlantic_southeast,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0611067,-0.0107191,-1,-1,False,3
atlantic_southeast,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0611067,-0.0441656,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.2449082,-0.4088094,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.2449082,-0.1315166,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.2449082,-0.1187747,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.2449082,-0.3205320,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-1.9879135,-2.1223659,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-1.9879135,-1.8545770,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.9879135,-2.0721602,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-1.9879135,-1.9025510,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.7430054,-1.7135565,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.7430054,-1.7230605,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.7430054,-1.9533855,-1,-1,False,3
atlantic_southeast,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.7430054,-1.5820190,-1,-1,False,3
atlantic_southeast,SON,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.0321428,0.0971780,1,1,False,3
atlantic_southeast,SON,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.0321428,0.0417760,1,1,False,3
atlantic_southeast,SON,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.0321428,-0.0403363,1,-1,True,3
atlantic_southeast,SON,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.0321428,0.0299534,1,1,False,3
atlantic_southeast,SON,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.2967312,-0.3553047,-1,-1,False,3
atlantic_southeast,SON,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.2967312,-0.2330407,-1,-1,False,3
atlantic_southeast,SON,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.2967312,-0.3635459,-1,-1,False,3
atlantic_southeast,SON,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.2967312,-0.2350334,-1,-1,False,3
atlantic_southeast,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.3288740,-0.4524827,-1,-1,False,3
atlantic_southeast,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.3288740,-0.2748167,-1,-1,False,3
atlantic_southeast,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.3288740,-0.3232096,-1,-1,False,3
atlantic_southeast,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.3288740,-0.2649868,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.3767812,-0.4935129,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.3767812,-0.3487499,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.3767812,-0.2362717,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.3767812,-0.4285904,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-2.1949340,-2.3821058,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-2.1949340,-2.2149412,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.1949340,-2.2513466,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-2.1949340,-1.9313424,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.8181528,-1.8885928,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.8181528,-1.8661913,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.8181528,-2.0150749,-1,-1,False,3
atlantic_southeast,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.8181528,-1.5027520,-1,-1,False,3
gulf_coast,ANN,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.0105678,0.0011387,1,1,False,3
gulf_coast,ANN,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.0105678,0.0429703,1,1,False,3
gulf_coast,ANN,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.0105678,-0.0121099,1,-1,True,3
gulf_coast,ANN,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.0105678,0.0102720,1,1,False,3
gulf_coast,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0315312,-0.0464823,-1,-1,False,3
gulf_coast,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0315312,-0.0403715,-1,-1,False,3
gulf_coast,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0315312,-0.0488760,-1,-1,False,3
gulf_coast,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0315312,0.0096048,-1,1,True,3
gulf_coast,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0420990,-0.0476210,-1,-1,False,3
gulf_coast,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0420990,-0.0833418,-1,-1,False,3
gulf_coast,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0420990,-0.0367660,-1,-1,False,3
gulf_coast,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0420990,-0.0006672,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.3972113,-0.5044838,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.3972113,-0.4088774,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.3972113,-0.1858289,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.3972113,-0.4896552,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-2.0683550,-2.2120519,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-2.0683550,-2.0378052,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.0683550,-2.1398961,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-2.0683550,-1.8836668,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.6711437,-1.7075680,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.6711437,-1.6289278,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.6711437,-1.9540672,-1,-1,False,3
gulf_coast,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.6711437,-1.3940116,-1,-1,False,3
gulf_coast,DJF,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.0447624,0.0438231,1,1,False,3
gulf_coast,DJF,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.0447624,0.1260803,1,1,False,3
gulf_coast,DJF,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.0447624,-0.0425771,1,-1,True,3
gulf_coast,DJF,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.0447624,0.0517235,1,1,False,3
gulf_coast,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0582050,-0.1427257,-1,-1,False,3
gulf_coast,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0582050,-0.0045962,-1,-1,False,3
gulf_coast,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0582050,-0.0926999,-1,-1,False,3
gulf_coast,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0582050,0.0072018,-1,1,True,3
gulf_coast,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.1029674,-0.1865488,-1,-1,False,3
gulf_coast,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.1029674,-0.1306765,-1,-1,False,3
gulf_coast,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.1029674,-0.0501228,-1,-1,False,3
gulf_coast,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.1029674,-0.0445217,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.6916696,-0.9050584,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.6916696,-0.7635816,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.6916696,-0.2382030,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.6916696,-0.8598356,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-1.7184391,-1.7867357,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-1.7184391,-1.6367379,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.7184391,-1.8967338,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-1.7184391,-1.5535491,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.0267695,-0.8816774,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.0267695,-0.8731564,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.0267695,-1.6585308,-1,-1,False,3
gulf_coast,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.0267695,-0.6937135,-1,-1,False,3
gulf_coast,JJA,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.1291241,0.0527553,1,1,False,3
gulf_coast,JJA,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.1291241,0.0466067,1,1,False,3
gulf_coast,JJA,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.1291241,0.2339767,1,1,False,3
gulf_coast,JJA,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.1291241,0.1831577,1,1,False,3
gulf_coast,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,0.1699400,0.2254645,1,1,False,3
gulf_coast,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,0.1699400,0.1337214,1,1,False,3
gulf_coast,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,0.1699400,0.2004511,1,1,False,3
gulf_coast,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,0.1699400,0.1201230,1,1,False,3
gulf_coast,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,0.0408159,0.1727092,1,1,False,3
gulf_coast,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,0.0408159,0.0871147,1,1,False,3
gulf_coast,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,0.0408159,-0.0335257,1,-1,True,3
gulf_coast,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,0.0408159,-0.0630346,1,-1,True,3
gulf_coast,JJA,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.3725135,-0.3523831,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.3725135,-0.3720932,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.3725135,-0.3355610,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.3725135,-0.4300165,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-2.3562453,-2.5471676,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-2.3562453,-2.3550855,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.3562453,-2.4243041,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-2.3562453,-2.0984241,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.9837319,-2.1947844,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.9837319,-1.9829923,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.9837319,-2.0887431,-1,-1,False,3
gulf_coast,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.9837319,-1.6684076,-1,-1,False,3
gulf_coast,MAM,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,-0.2007748,-0.2127488,-1,-1,False,3
gulf_coast,MAM,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,-0.2007748,-0.0990828,-1,-1,False,3
gulf_coast,MAM,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,-0.2007748,-0.2897445,-1,-1,False,3
gulf_coast,MAM,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,-0.2007748,-0.2015231,-1,-1,False,3
gulf_coast,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,0.0133006,0.0454069,1,1,False,3
gulf_coast,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,0.0133006,-0.0523051,1,-1,True,3
gulf_coast,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,0.0133006,-0.0386334,1,-1,True,3
gulf_coast,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,0.0133006,0.0987340,1,1,False,3
gulf_coast,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,0.2140754,0.2581557,1,1,False,3
gulf_coast,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,0.2140754,0.0467777,1,1,False,3
gulf_coast,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,0.2140754,0.2511111,1,1,False,3
gulf_coast,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,0.2140754,0.3002572,1,1,False,3
gulf_coast,MAM,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.2348723,-0.3594050,-1,-1,False,3
gulf_coast,MAM,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.2348723,-0.2399640,-1,-1,False,3
gulf_coast,MAM,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.2348723,0.0252685,-1,1,True,3
gulf_coast,MAM,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.2348723,-0.3653886,-1,-1,False,3
gulf_coast,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-2.1688274,-2.2924583,-1,-1,False,3
gulf_coast,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-2.1688274,-2.1077896,-1,-1,False,3
gulf_coast,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.1688274,-2.1711953,-1,-1,False,3
gulf_coast,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-2.1688274,-2.1038664,-1,-1,False,3
gulf_coast,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.9339551,-1.9330533,-1,-1,False,3
gulf_coast,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.9339551,-1.8678256,-1,-1,False,3
gulf_coast,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.9339551,-2.1964639,-1,-1,False,3
gulf_coast,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.9339551,-1.7384778,-1,-1,False,3
gulf_coast,SON,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.0522089,0.1003536,1,1,False,3
gulf_coast,SON,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.0522089,0.0886908,1,1,False,3
gulf_coast,SON,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.0522089,0.0302404,1,1,False,3
gulf_coast,SON,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.0522089,-0.0104491,1,-1,True,3
gulf_coast,SON,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.2747366,-0.3409223,-1,-1,False,3
gulf_coast,SON,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.2747366,-0.2545543,-1,-1,False,3
gulf_coast,SON,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.2747366,-0.2818274,-1,-1,False,3
gulf_coast,SON,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.2747366,-0.2216423,-1,-1,False,3
gulf_coast,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.3269455,-0.4412759,-1,-1,False,3
gulf_coast,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.3269455,-0.3432451,-1,-1,False,3
gulf_coast,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.3269455,-0.3120677,-1,-1,False,3
gulf_coast,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.3269455,-0.2111932,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.3200064,-0.4308552,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.3200064,-0.2875011,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.3200064,-0.2378264,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.3200064,-0.3238431,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-2.0393611,-2.2334931,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-2.0393611,-2.0410537,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.0393611,-2.1253246,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-2.0393611,-1.7575732,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.7193547,-1.8026379,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.7193547,-1.7535527,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.7193547,-1.8874981,-1,-1,False,3
gulf_coast,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.7193547,-1.4337300,-1,-1,False,3
lower_mississippi,ANN,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.0290300,0.0115451,1,1,False,3
lower_mississippi,ANN,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.0290300,0.0643942,1,1,False,3
lower_mississippi,ANN,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.0290300,0.0459426,1,1,False,3
lower_mississippi,ANN,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.0290300,-0.0057617,1,-1,True,3
lower_mississippi,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0903195,-0.0975605,-1,-1,False,3
lower_mississippi,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0903195,-0.0882907,-1,-1,False,3
lower_mississippi,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0903195,-0.1244841,-1,-1,False,3
lower_mississippi,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0903195,-0.0509425,-1,-1,False,3
lower_mississippi,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.1193495,-0.1091056,-1,-1,False,3
lower_mississippi,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.1193495,-0.1526849,-1,-1,False,3
lower_mississippi,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.1193495,-0.1704267,-1,-1,False,3
lower_mississippi,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.1193495,-0.0451808,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.4343904,-0.5544611,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.4343904,-0.4238612,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.4343904,-0.2719726,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.4343904,-0.4872666,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-2.1293618,-2.3213517,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-2.1293618,-2.0798349,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.1293618,-2.2203402,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-2.1293618,-1.8959205,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.6949714,-1.7668906,-1,-1,False,3
