model,variant_label,grid_label,comparison,season,metric,units,period,represented_area_km2,contributing_cells,equivalent_cells,value,domain
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-2.1617236,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,-0.2534641,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-1.7814708,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,-0.0580979,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-0.8223731,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,-0.2615013,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,0.8685144,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,0.2638407,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-1.6686980,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,0.1029683,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-1.1464289,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,-0.3715788,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-1.2149243,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,0.0114550,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-0.1198797,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,0.0238794,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-0.1871717,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,-0.0329766,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-0.2000043,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,-0.1985299,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,0.1566766,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,0.2401829,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-0.3084963,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,-0.1549395,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-2.6224196,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,-0.2544253,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-2.2131093,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,0.3193909,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-3.1297090,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,-0.2429997,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-2.3637105,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,-0.4340194,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-2.8847251,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,-0.1663945,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-2.5025399,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,-0.2783047,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-2.0259376,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,0.3523675,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-2.9297047,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,-0.0444698,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-2.5203871,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,917553.6322953,67,37.0149442,-0.6742023,gulf_coast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,917553.6322953,67,37.0149442,-2.5762287,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,0.0814848,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-0.0741782,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,0.0062019,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,0.0576018,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,0.2806288,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-0.4170969,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,-0.1070876,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,0.2195830,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,0.1136518,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-0.1792475,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,-0.0685962,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-1.5533923,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,0.0651166,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-1.4812742,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,-0.2374334,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-1.6823559,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,-0.1556822,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-1.5275602,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,0.0454447,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-1.5193130,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,-0.1500811,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-1.4792140,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,0.0589146,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-1.5388760,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,-0.5180622,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-1.2652590,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,-0.0485945,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-1.7471433,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,489638.1180979,46,24.1814243,-0.0682071,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,489638.1180979,46,24.1814243,-1.3400655,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.0770625,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-0.4659779,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.4278163,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-0.5017265,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,0.5101681,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-0.5162128,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.2354386,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-0.4652181,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.2286666,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-0.4076491,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.0964058,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-2.2779424,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.6653566,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-2.1382586,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,0.3566533,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-2.5085681,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,0.1304276,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-2.5142771,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.3024096,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-2.0415379,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.0193433,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-1.8119645,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.2375404,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-1.6365320,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.1535148,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-1.9923553,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,0.3658663,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-2.0490589,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,489638.0795648,31,15.0349554,-0.0737429,lower_mississippi
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,489638.0795648,31,15.0349554,-1.6338888,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,-0.0217075,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-0.9216437,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,-0.0308693,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-1.8732289,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,-0.2233248,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-0.3682196,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,0.0631467,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-0.8076764,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,0.0902577,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-0.6218925,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,0.0121745,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-1.8564267,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,0.0966049,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-1.1143342,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,0.1570351,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-2.2315201,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,0.2035504,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-2.0265024,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,-0.4282986,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-1.9442170,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,0.0338820,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-0.9347830,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,0.1274741,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,0.7588947,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,0.3803599,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-1.8633005,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,0.1404037,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-1.2188260,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,489638.0181478,25,13.6281137,-0.5185562,lower_mississippi
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,489638.0181478,25,13.6281137,-1.3223246,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,0.1334054,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-0.2757616,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,-0.0774127,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-0.2889421,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,0.0623026,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-0.4012295,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,0.1356850,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,0.0036843,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,0.3652578,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-0.4814310,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,-0.2084503,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-2.8296859,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,-0.4188960,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-2.3623853,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,0.1090019,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-3.4250540,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,-0.3859627,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-2.3730171,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,-0.1687591,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-3.2663713,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,-0.3418557,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-2.5539243,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,-0.3414833,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-2.0734432,lower_mississippi
