model,variant_label,grid_label,comparison,season,metric,units,period,represented_area_km2,contributing_cells,equivalent_cells,value,domain
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-0.3924264,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,1862424.1339256,86,56.9096625,-0.1502245,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-2.2903487,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,1862424.1339256,86,56.9096625,-0.4355146,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-2.1345592,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,1862424.1339256,86,56.9096625,0.1261101,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-2.4778231,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,1862424.1339256,86,56.9096625,0.0411919,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-2.5037919,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,1862424.1339256,86,56.9096625,-0.3850298,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-2.1270421,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,1862424.1339256,86,56.9096625,-0.1192168,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-1.8651397,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,1862424.1339256,86,56.9096625,-0.2243561,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-1.5959384,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,1862424.1339256,86,56.9096625,-0.2288403,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-2.0442874,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,1862424.1339256,86,56.9096625,0.2143245,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-2.1293484,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,1862424.1339256,86,56.9096625,-0.2527280,southeast_land
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,1862424.1339256,86,56.9096625,-1.7346157,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,0.0615381,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-1.0142485,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,0.1279113,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-2.0680229,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,-0.1402030,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-0.4470221,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,0.1015489,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-0.8777134,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,0.1525097,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-0.6550737,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,-0.0054285,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-1.8727470,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,-0.0203118,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-1.1616654,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,0.0822962,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-2.1826428,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,0.1121225,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-2.0876990,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,-0.2230363,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-1.9492049,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,-0.0669666,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-0.8584985,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,-0.1482231,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,0.9063576,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,0.2224993,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-1.7356208,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,0.0105737,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-1.2099857,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,1862387.5452311,77,51.5740791,-0.3755460,southeast_land
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,1862387.5452311,77,51.5740791,-1.2941312,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.0070711,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-0.1666342,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.0127960,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-0.3043097,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,0.0098644,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-0.2387975,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.2258907,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,0.1285180,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,0.1798390,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-0.3259230,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.2058459,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-2.7466080,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.1963927,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-2.3309096,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,0.1497335,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-3.2543850,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.3937081,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-2.4102944,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.3829799,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-3.1086866,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.1987749,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-2.5799738,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.1835967,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-2.0265999,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,0.1398691,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-3.0155876,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.1678173,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-2.5388124,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,1862427.3339168,113,76.9477589,-0.5628188,southeast_land
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,1862427.3339168,113,76.9477589,-2.7827636,southeast_land
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,0.0388551,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-0.0753938,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,0.0475804,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-0.0515034,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,0.3582305,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-0.4329044,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,-0.1648528,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,0.1387260,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,-0.0922251,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,0.0125397,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,0.0133220,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-1.6372643,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,0.1953570,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-1.5135493,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,0.0033664,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-1.7834786,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,-0.0830182,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-1.7979346,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,-0.0761795,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-1.4569653,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,-0.0255330,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-1.5618705,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,0.1477766,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-1.4620459,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,-0.3548641,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-1.3505742,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,0.0818346,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-1.9366606,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,917554.5098002,73,44.0423603,0.0160456,gulf_coast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,917554.5098002,73,44.0423603,-1.4695050,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,-0.0866398,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-0.3622132,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,-0.1991911,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-0.4759339,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,0.3766763,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-0.3737742,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,-0.5058509,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-0.2195970,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,-0.0572367,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-0.4175226,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,-0.0050104,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-2.1600043,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,-0.2190314,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-1.9635427,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,0.2785959,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-2.3597248,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,0.2101176,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-2.3519409,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,-0.3352833,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-2.0342834,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,0.0816294,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-1.7977912,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,-0.0198403,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-1.4876088,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,-0.0980805,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-1.9859506,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,0.7159686,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-2.1323438,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,917554.4689558,53,27.3778485,-0.2780465,gulf_coast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,917554.4689558,53,27.3778485,-1.6167607,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,0.0786008,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-1.0313586,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,0.3067811,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-2.0520695,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,-0.1854339,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-0.4833709,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,0.0661344,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-1.0152947,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,0.1181146,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-0.5665465,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,0.0205029,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-1.8537317,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,0.0452797,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-1.1835551,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,0.0784068,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,917554.7349832,46,24.8132905,-2.1520689,gulf_coast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,917554.7349832,46,24.8132905,0.1691027,gulf_coast
