model,variant_label,grid_label,domain,metric,units,season,comparison,mean_difference,median_difference,paired_interannual_sd,standard_error,standardized_effect_size,minimum_difference,maximum_difference,year_count,fraction_positive,fraction_negative,fraction_zero,lag1_autocorrelation,ci_lower,ci_upper,interval_classification,zero_inside_interval,bootstrap_replicates,block_length_years
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,ANN,G6solar - SSP5-8.5,-2.2903487,-2.0901786,0.9356782,0.1708307,-2.4477954,-4.2368387,-0.9409196,30,0.0000000,1.0000000,0.0000000,0.2279880,-2.7097925,-1.8654935,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,ANN,G6sulfur - SSP5-8.5,-1.8651397,-1.6892565,1.0981563,0.2004950,-1.6984282,-4.2771226,0.0252085,30,0.0333333,0.9666667,0.0000000,0.3500671,-2.4245387,-1.2955263,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,DJF,G6solar - G6sulfur,-0.5386208,-0.1809288,2.5561717,0.4746692,-0.2107139,-6.8293254,3.4362051,29,0.3793103,0.6206897,0.0000000,-0.1660970,-1.3356269,0.2838057,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,DJF,G6solar - SSP5-8.5,-2.1345592,-1.3526061,2.3052330,0.4280710,-0.9259625,-6.8345583,3.5402063,29,0.1379310,0.8620690,0.0000000,-0.3137874,-2.7218833,-1.5782266,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,DJF,G6sulfur - SSP5-8.5,-1.5959384,-1.9107126,2.6191545,0.4863648,-0.6093334,-7.5357798,5.1105989,29,0.1724138,0.8275862,0.0000000,-0.0412831,-2.5071525,-0.8950294,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,JJA,G6solar - G6sulfur,-0.4335356,-0.4429906,0.8239273,0.1504279,-0.5261819,-2.0311959,1.1967466,30,0.2666667,0.7333333,0.0000000,0.1335917,-0.7725314,-0.0942797,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,JJA,G6solar - SSP5-8.5,-2.4778231,-2.4147698,1.0448246,0.1907580,-2.3715205,-4.8519268,-0.4065880,30,0.0000000,1.0000000,0.0000000,0.1942278,-2.9362005,-2.0446432,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,JJA,G6sulfur - SSP5-8.5,-2.0442874,-1.9301187,1.3936603,0.2544464,-1.4668477,-5.4491297,0.8426448,30,0.1000000,0.9000000,0.0000000,0.2626485,-2.7676405,-1.3741642,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,MAM,G6solar - G6sulfur,-0.3744436,-0.4493888,1.3585742,0.2480406,-0.2756151,-3.1459477,2.3943495,30,0.4666667,0.5333333,0.0000000,0.2975528,-0.9214122,0.2037382,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,MAM,G6solar - SSP5-8.5,-2.5037919,-2.4875994,1.5139878,0.2764151,-1.6537729,-4.6167056,0.0040589,30,0.0333333,0.9666667,0.0000000,0.1420867,-3.1070020,-1.9470644,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,MAM,G6sulfur - SSP5-8.5,-2.1293484,-1.8037199,1.8241894,0.3330499,-1.1672847,-5.7176046,0.9621096,30,0.0666667,0.9333333,0.0000000,0.3164627,-3.1019604,-1.2782983,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,SON,G6solar - G6sulfur,-0.3924264,-0.3410845,1.1133608,0.2032709,-0.3524701,-2.1868444,2.5235320,30,0.4333333,0.5666667,0.0000000,-0.1370576,-0.7308299,-0.0315446,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,SON,G6solar - SSP5-8.5,-2.1270421,-2.2184200,1.5461175,0.2822811,-1.3757312,-4.5950329,1.2921430,30,0.1000000,0.9000000,0.0000000,0.2467655,-2.8700409,-1.3682568,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,SON,G6sulfur - SSP5-8.5,-1.7346157,-1.6990275,1.3004837,0.2374348,-1.3338234,-5.2808885,0.9820327,30,0.0666667,0.9333333,0.0000000,0.3634590,-2.3532824,-1.0689205,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,ANN,G6solar - G6sulfur,0.0786008,0.0765657,0.4846853,0.0884910,0.1621688,-0.9812660,1.1636891,30,0.6000000,0.4000000,0.0000000,0.1403702,-0.1293051,0.2579644,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,ANN,G6solar - SSP5-8.5,0.0205029,-0.0658306,0.6629137,0.1210309,0.0309285,-1.1256496,1.1944579,30,0.5000000,0.5000000,0.0000000,0.0721458,-0.2028661,0.2498063,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,ANN,G6sulfur - SSP5-8.5,-0.0580979,-0.0197350,0.5422717,0.0990048,-0.1071381,-1.0465438,1.2688744,30,0.4333333,0.5666667,0.0000000,-0.0165101,-0.1922316,0.0771209,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,DJF,G6solar - G6sulfur,0.3067811,0.3082309,1.1898059,0.2209414,0.2578413,-3.0971879,2.1801490,29,0.6551724,0.3448276,0.0000000,0.3302361,-0.2785110,0.8783478,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,DJF,G6solar - SSP5-8.5,0.0452797,0.2681690,1.3253431,0.2461100,0.0341645,-2.2752045,2.2992902,29,0.6206897,0.3793103,0.0000000,0.3187608,-0.4665387,0.6265717,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,DJF,G6sulfur - SSP5-8.5,-0.2615013,-0.2158823,0.8140975,0.1511741,-0.3212162,-2.4889959,1.1093685,29,0.3793103,0.6206897,0.0000000,0.0572610,-0.4809992,-0.0177505,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,JJA,G6solar - G6sulfur,-0.1854339,-0.2761755,0.8303179,0.1515946,-0.2233287,-1.5586227,1.9034046,30,0.3333333,0.6666667,0.0000000,-0.0246202,-0.4517657,0.0500746,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,JJA,G6solar - SSP5-8.5,0.0784068,-0.2350893,0.9255214,0.1689763,0.0847164,-1.5940297,2.0450011,30,0.4666667,0.5333333,0.0000000,0.1392759,-0.1880592,0.3660824,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,JJA,G6sulfur - SSP5-8.5,0.2638407,0.4928820,0.7987684,0.1458345,0.3303093,-1.4466586,1.7012325,30,0.6666667,0.3333333,0.0000000,0.0411008,-0.0013935,0.5102357,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,MAM,G6solar - G6sulfur,0.0661344,0.1981836,0.9003588,0.1643823,0.0734534,-1.6380847,1.9359164,30,0.5666667,0.4333333,0.0000000,-0.0000418,-0.2184297,0.3210656,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,MAM,G6solar - SSP5-8.5,0.1691027,0.2610523,0.9618437,0.1756078,0.1758110,-2.6432435,2.3855362,30,0.5666667,0.4333333,0.0000000,-0.2333951,-0.0983942,0.4171965,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,MAM,G6sulfur - SSP5-8.5,0.1029683,-0.0161428,0.8997170,0.1642651,0.1144452,-2.2091792,2.2011783,30,0.4666667,0.5333333,0.0000000,-0.2752857,-0.0897103,0.2887478,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,SON,G6solar - G6sulfur,0.1181146,0.1536581,0.5582554,0.1019230,0.2115781,-1.3739946,1.6350464,30,0.6000000,0.4000000,0.0000000,0.0588737,-0.0664761,0.3000695,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,SON,G6solar - SSP5-8.5,-0.2534641,-0.1517756,0.5867614,0.1071275,-0.4319714,-1.4561395,0.7195856,30,0.4000000,0.6000000,0.0000000,-0.2092204,-0.4136271,-0.1101341,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,pr_mean,mm/day,SON,G6sulfur - SSP5-8.5,-0.3715788,-0.3573752,0.7212243,0.1316769,-0.5152056,-1.7641799,1.2077327,30,0.2666667,0.7333333,0.0000000,-0.2991407,-0.5495131,-0.2191181,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,ANN,G6solar - G6sulfur,-1.0313586,-1.1189510,1.0039859,0.1833019,-1.0272641,-2.6305669,1.8779658,30,0.2000000,0.8000000,0.0000000,0.4597118,-1.5669199,-0.4605370,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,ANN,G6solar - SSP5-8.5,-1.8537317,-2.1010656,1.3211514,0.2412081,-1.4031183,-4.3207889,0.6757093,30,0.1000000,0.9000000,0.0000000,0.2906554,-2.4447864,-1.2843690,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,ANN,G6sulfur - SSP5-8.5,-0.8223731,-0.8815485,1.0662814,0.1946755,-0.7712534,-3.0192919,0.7549182,30,0.2333333,0.7666667,0.0000000,0.3852164,-1.2900532,-0.3972894,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,DJF,G6solar - G6sulfur,-2.0520695,-1.7774376,2.5399209,0.4716515,-0.8079266,-6.6230702,4.5772715,29,0.1724138,0.8275862,0.0000000,0.1863466,-3.3134334,-0.6474175,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,DJF,G6solar - SSP5-8.5,-1.1835551,-1.0354765,2.4390478,0.4529198,-0.4852529,-5.5489437,4.2996097,29,0.2758621,0.7241379,0.0000000,0.1294982,-2.1303618,-0.2180862,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,DJF,G6sulfur - SSP5-8.5,0.8685144,0.2564534,2.4626157,0.4572963,0.3526796,-2.4146358,6.7519577,29,0.5517241,0.4482759,0.0000000,0.1122843,-0.0939423,1.8011521,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,JJA,G6solar - G6sulfur,-0.4833709,-0.4583700,0.9657954,0.1763293,-0.5004900,-1.9508705,1.6236277,30,0.2666667,0.7333333,0.0000000,0.0445723,-0.8667842,-0.1261538,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,JJA,G6solar - SSP5-8.5,-2.1520689,-1.8323010,1.3088451,0.2389613,-1.6442502,-4.7414825,-0.0769039,30,0.0000000,1.0000000,0.0000000,0.2728337,-2.7515704,-1.5697833,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,JJA,G6sulfur - SSP5-8.5,-1.6686980,-1.7701553,1.2692264,0.2317280,-1.3147363,-4.3049609,0.8926747,30,0.1000000,0.9000000,0.0000000,0.2680817,-2.2551214,-1.0989312,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,MAM,G6solar - G6sulfur,-1.0152947,-1.1584114,1.6964561,0.3097291,-0.5984798,-4.7898716,2.8475061,30,0.2666667,0.7333333,0.0000000,0.2326222,-1.7734263,-0.2398191,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,MAM,G6solar - SSP5-8.5,-2.1617236,-2.7974464,1.6755600,0.3059140,-1.2901500,-5.2277627,0.8126820,30,0.1333333,0.8666667,0.0000000,0.2131430,-2.7852194,-1.5267102,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,MAM,G6sulfur - SSP5-8.5,-1.1464289,-1.3736859,1.7817207,0.3252962,-0.6434392,-3.8618752,2.4258471,30,0.3000000,0.7000000,0.0000000,0.1165829,-1.8029188,-0.5279879,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,SON,G6solar - G6sulfur,-0.5665465,-0.5559017,1.1521709,0.2103567,-0.4917209,-2.6923609,1.4880846,30,0.2000000,0.8000000,0.0000000,-0.1492924,-0.8348056,-0.3089517,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,SON,G6solar - SSP5-8.5,-1.7814708,-1.8126475,1.3829270,0.2524868,-1.2881887,-5.1497435,1.0528267,30,0.1000000,0.9000000,0.0000000,-0.1472390,-2.1401267,-1.4228025,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,gulf_coast,tasmax_mean,degC,SON,G6sulfur - SSP5-8.5,-1.2149243,-1.1243576,1.2439490,0.2271130,-0.9766673,-4.2072296,1.4338628,30,0.1000000,0.9000000,0.0000000,-0.0048142,-1.5592066,-0.8609481,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,ANN,G6solar - G6sulfur,0.0910382,0.0696112,0.3751371,0.0684904,0.2426799,-0.7605099,0.8752226,30,0.6333333,0.3666667,0.0000000,0.0992012,-0.0528331,0.2185913,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,ANN,G6solar - SSP5-8.5,-0.0058565,-0.0554052,0.4758627,0.0868802,-0.0123071,-0.7703082,0.7385049,30,0.4000000,0.6000000,0.0000000,0.1116035,-0.1719308,0.1769283,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,ANN,G6sulfur - SSP5-8.5,-0.0968947,-0.0226198,0.4153375,0.0758299,-0.2332915,-1.0890738,0.8194149,30,0.4666667,0.5333333,0.0000000,-0.0948633,-0.2072775,0.0082856,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,DJF,G6solar - G6sulfur,0.2183180,0.2891617,0.8720627,0.1619380,0.2503466,-2.4990621,1.4386720,29,0.6896552,0.3103448,0.0000000,0.0555170,-0.1507760,0.5669917,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,DJF,G6solar - SSP5-8.5,-0.0712935,0.0112734,1.1004726,0.2043526,-0.0647845,-2.5032265,1.4004453,29,0.5172414,0.4827586,0.0000000,0.1767627,-0.4812431,0.3901908,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,DJF,G6sulfur - SSP5-8.5,-0.2896115,-0.1699041,0.6942033,0.1289103,-0.4171854,-1.8477398,1.0072142,29,0.3793103,0.6206897,0.0000000,0.0073599,-0.5207861,-0.0616607,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,JJA,G6solar - G6sulfur,-0.1035830,-0.2008810,0.6233329,0.1138045,-0.1661760,-1.1936132,1.5867324,30,0.3666667,0.6333333,0.0000000,-0.1277960,-0.2911438,0.0826768,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,JJA,G6solar - SSP5-8.5,0.1168748,0.0686607,0.5937276,0.1083993,0.1968491,-1.0317253,1.6032848,30,0.6000000,0.4000000,0.0000000,0.0726595,-0.0736249,0.3083906,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,JJA,G6sulfur - SSP5-8.5,0.2204577,0.3809417,0.6202015,0.1132328,0.3554615,-1.6284394,1.0295149,30,0.6666667,0.3333333,0.0000000,-0.0602838,0.0160172,0.4148838,above_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,MAM,G6solar - G6sulfur,0.1344332,0.2255091,0.6390249,0.1166694,0.2103724,-1.0212973,1.3963315,30,0.5666667,0.4333333,0.0000000,0.1858807,-0.0905820,0.3376237,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,MAM,G6solar - SSP5-8.5,0.1413525,0.1488593,0.6767216,0.1235519,0.2088784,-1.6158581,1.5398547,30,0.6333333,0.3666667,0.0000000,-0.2278073,-0.0382009,0.3240981,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,MAM,G6sulfur - SSP5-8.5,0.0069193,0.0691210,0.7176411,0.1310227,0.0096418,-2.0753824,1.4774061,30,0.5333333,0.4666667,0.0000000,-0.2009733,-0.2024901,0.1906906,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,SON,G6solar - G6sulfur,0.1061172,0.1766990,0.6053241,0.1105166,0.1753064,-1.2594705,1.4760307,30,0.6000000,0.4000000,0.0000000,-0.1513016,-0.0852494,0.2959085,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,SON,G6solar - SSP5-8.5,-0.2472363,-0.2040582,0.6311887,0.1152388,-0.3916995,-1.9188119,0.8410255,30,0.4333333,0.5666667,0.0000000,0.0660118,-0.4699823,-0.0380694,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,pr_mean,mm/day,SON,G6sulfur - SSP5-8.5,-0.3533535,-0.3072582,0.8190823,0.1495433,-0.4314017,-2.2120374,1.1368899,30,0.3000000,0.7000000,0.0000000,-0.1475409,-0.6195191,-0.1087804,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,ANN,G6solar - G6sulfur,-0.8101714,-0.8734639,0.6175548,0.1127496,-1.3119020,-1.9192613,0.8712421,30,0.1333333,0.8666667,0.0000000,0.5127710,-1.1448727,-0.4668244,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,ANN,G6solar - SSP5-8.5,-1.7208342,-1.6855410,0.7991486,0.1459039,-2.1533344,-3.2636229,0.1785075,30,0.0333333,0.9666667,0.0000000,0.3005348,-2.0896951,-1.3443093,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,ANN,G6sulfur - SSP5-8.5,-0.9106628,-0.8713274,0.7069247,0.1290662,-1.2882033,-2.2311035,0.0572810,30,0.1666667,0.8333333,0.0000000,0.3842425,-1.2585649,-0.5744910,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,DJF,G6solar - G6sulfur,-1.5677184,-1.6829221,1.5866830,0.2946396,-0.9880476,-4.0542145,2.2174748,29,0.1379310,0.8620690,0.0000000,0.0609236,-2.2641697,-0.8155073,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,DJF,G6solar - SSP5-8.5,-1.2129400,-1.3506989,1.5586406,0.2894323,-0.7782038,-4.0754478,2.8398657,29,0.2068966,0.7931034,0.0000000,0.0465195,-1.7410214,-0.6274305,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,DJF,G6sulfur - SSP5-8.5,0.3547783,-0.0933698,1.7817707,0.3308665,0.1991156,-2.5471925,4.4497853,29,0.4827586,0.5172414,0.0000000,0.0106121,-0.3373883,1.0572645,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,JJA,G6solar - G6sulfur,-0.4018555,-0.4661112,0.5925905,0.1081917,-0.6781335,-1.3255790,0.6692877,30,0.2666667,0.7333333,0.0000000,0.2059762,-0.6605280,-0.1679062,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,JJA,G6solar - SSP5-8.5,-1.9535230,-1.8058276,0.8486274,0.1549375,-2.3019797,-3.7172378,-0.8015258,30,0.0000000,1.0000000,0.0000000,0.4503828,-2.3861288,-1.5207027,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,JJA,G6sulfur - SSP5-8.5,-1.5516675,-1.4892264,0.8063999,0.1472278,-1.9241912,-3.2341777,0.1308767,30,0.0333333,0.9666667,0.0000000,0.4760652,-1.9704970,-1.1595051,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,MAM,G6solar - G6sulfur,-0.7632020,-0.9669741,1.1110311,0.2028456,-0.6869312,-3.1645189,1.9466389,30,0.1666667,0.8333333,0.0000000,0.3374804,-1.2907674,-0.1854991,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,MAM,G6solar - SSP5-8.5,-1.8205063,-1.8724106,1.0469840,0.1911523,-1.7388100,-3.6952118,0.7307127,30,0.0333333,0.9666667,0.0000000,0.2353868,-2.2643632,-1.3748460,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,MAM,G6sulfur - SSP5-8.5,-1.0573043,-1.3164584,1.2134752,0.2215492,-0.8713028,-2.8223933,1.3740278,30,0.2000000,0.8000000,0.0000000,0.1926387,-1.5759621,-0.5401686,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,SON,G6solar - G6sulfur,-0.5017658,-0.4241439,0.7587130,0.1385214,-0.6613381,-2.0546799,1.0018831,30,0.2333333,0.7666667,0.0000000,-0.0109172,-0.7094716,-0.2891448,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,SON,G6solar - SSP5-8.5,-1.8290661,-1.7818602,0.9140181,0.1668761,-2.0011268,-4.3265807,-0.0901165,30,0.0000000,1.0000000,0.0000000,0.0383239,-2.1312852,-1.5235593,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,original_box,tasmax_mean,degC,SON,G6sulfur - SSP5-8.5,-1.3273003,-1.3818865,0.9072983,0.1656492,-1.4629150,-3.2821810,0.9761096,30,0.0666667,0.9333333,0.0000000,0.1639048,-1.6191916,-0.9808557,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,ANN,G6solar - G6sulfur,0.0615381,0.0714925,0.4531054,0.0827254,0.1358140,-0.9209572,1.2612741,30,0.6333333,0.3666667,0.0000000,0.2480080,-0.1195803,0.2318322,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,ANN,G6solar - SSP5-8.5,-0.0054285,0.0838899,0.5724400,0.1045128,-0.0094831,-1.0822505,0.9837874,30,0.5333333,0.4666667,0.0000000,0.1046119,-0.1952034,0.1945499,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,ANN,G6sulfur - SSP5-8.5,-0.0669666,-0.0508327,0.4675325,0.0853594,-0.1432340,-1.0252475,1.1376739,30,0.4000000,0.6000000,0.0000000,-0.1037433,-0.1692462,0.0344509,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,DJF,G6solar - G6sulfur,0.1279113,0.2720064,1.0424340,0.1935751,0.1227045,-2.7956377,1.7414672,29,0.5862069,0.4137931,0.0000000,0.1580455,-0.3268942,0.5697121,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,DJF,G6solar - SSP5-8.5,-0.0203118,-0.0228865,1.2121783,0.2250959,-0.0167564,-2.3593912,2.0250030,29,0.4827586,0.5172414,0.0000000,0.1991830,-0.4568310,0.4945677,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,DJF,G6sulfur - SSP5-8.5,-0.1482231,-0.0934194,0.8037140,0.1492459,-0.1844227,-2.1389926,1.5071353,29,0.4827586,0.5172414,0.0000000,-0.0968135,-0.3477971,0.0712876,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,JJA,G6solar - G6sulfur,-0.1402030,-0.2470865,0.7725705,0.1410514,-0.1814760,-1.4906182,1.9368502,30,0.3333333,0.6666667,0.0000000,-0.0044579,-0.3919994,0.0856158,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,JJA,G6solar - SSP5-8.5,0.0822962,0.0346261,0.7668047,0.1399987,0.1073236,-1.3744277,1.4964622,30,0.5666667,0.4333333,0.0000000,0.1836424,-0.1582084,0.3228513,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,JJA,G6sulfur - SSP5-8.5,0.2224993,0.4303481,0.6953712,0.1269568,0.3199719,-1.2057746,1.1177727,30,0.6333333,0.3666667,0.0000000,0.2034269,-0.0355349,0.4680177,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,MAM,G6solar - G6sulfur,0.1015489,0.2190668,0.9079719,0.1657722,0.1118414,-1.4846408,1.7919391,30,0.5333333,0.4666667,0.0000000,0.0026347,-0.1810403,0.3668045,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,MAM,G6solar - SSP5-8.5,0.1121225,0.3118810,0.9713476,0.1773430,0.1154299,-2.7596336,2.0194819,30,0.6333333,0.3666667,0.0000000,-0.1503084,-0.1607947,0.3794447,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,MAM,G6sulfur - SSP5-8.5,0.0105737,-0.0497045,0.8061321,0.1471789,0.0131165,-2.1610996,1.7676511,30,0.4666667,0.5333333,0.0000000,-0.3596199,-0.1574834,0.1779041,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,SON,G6solar - G6sulfur,0.1525097,0.1402714,0.5381421,0.0982509,0.2834003,-0.9536109,1.6334259,30,0.5666667,0.4333333,0.0000000,0.1347000,-0.0149055,0.3183819,includes_zero,True,10000,5
