model,variant_label,grid_label,domain,metric,units,season,comparison,mean_difference,median_difference,paired_interannual_sd,standard_error,standardized_effect_size,minimum_difference,maximum_difference,year_count,fraction_positive,fraction_negative,fraction_zero,lag1_autocorrelation,ci_lower,ci_upper,interval_classification,zero_inside_interval,bootstrap_replicates,block_length_years
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,DJF,G6solar - G6sulfur,0.0626431,0.3599098,2.1389617,0.3971952,0.0292867,-3.7620236,4.5105414,29,0.5172414,0.4827586,0.0000000,0.1000571,-0.6677910,0.8219662,includes_zero,True,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,DJF,G6solar - SSP5-8.5,-1.4620621,-2.0861809,2.3385087,0.4342502,-0.6252113,-6.5210915,3.3370037,29,0.2413793,0.7586207,0.0000000,0.2275524,-2.6305988,-0.4876736,below_zero,False,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,DJF,G6sulfur - SSP5-8.5,-1.5247053,-1.4101119,1.7923706,0.3328349,-0.8506641,-4.7775424,2.3542585,29,0.1379310,0.8620690,0.0000000,0.2051173,-2.3962387,-0.7358379,below_zero,False,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,JJA,G6solar - G6sulfur,-0.3784671,-0.1563568,1.1299311,0.2062962,-0.3349471,-2.5886655,1.2141885,30,0.4666667,0.5333333,0.0000000,-0.0024945,-0.6795330,-0.0405999,below_zero,False,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,JJA,G6solar - SSP5-8.5,-1.8155200,-2.0916691,1.2989566,0.2371559,-1.3976757,-4.4475412,0.4537507,30,0.1000000,0.9000000,0.0000000,0.2188340,-2.3674586,-1.2806258,below_zero,False,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,JJA,G6sulfur - SSP5-8.5,-1.4370529,-1.4259738,1.3091641,0.2390196,-1.0976874,-3.6093331,1.5210095,30,0.1666667,0.8333333,0.0000000,0.1388031,-1.9151506,-0.9087601,below_zero,False,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,MAM,G6solar - G6sulfur,0.2096899,0.2906321,1.4205198,0.2593503,0.1476149,-3.0589834,2.8373659,30,0.5333333,0.4666667,0.0000000,-0.1073820,-0.1302602,0.5284602,includes_zero,True,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,MAM,G6solar - SSP5-8.5,-1.7208285,-1.5777200,1.3718160,0.2504582,-1.2544164,-4.3029010,1.0356899,30,0.1333333,0.8666667,0.0000000,0.3311515,-2.3924686,-1.0974735,below_zero,False,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,MAM,G6sulfur - SSP5-8.5,-1.9305183,-2.0836141,1.7122247,0.3126080,-1.1274912,-5.1959026,0.9459435,30,0.2000000,0.8000000,0.0000000,-0.0697891,-2.4611667,-1.4419854,below_zero,False,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,SON,G6solar - G6sulfur,-0.0560097,0.4227365,1.8041240,0.3293865,-0.0310454,-3.7884125,3.2290452,30,0.5666667,0.4333333,0.0000000,0.1825457,-0.8877387,0.6513761,includes_zero,True,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,SON,G6solar - SSP5-8.5,-1.5460656,-1.5891288,1.4887091,0.2717999,-1.0385277,-4.4749407,0.6309628,30,0.2000000,0.8000000,0.0000000,0.3787358,-2.3578605,-0.8358479,below_zero,False,10000,5
CNRM-ESM2-1,r1i1p1f2,gr,southeast_land,tasmax_mean,degC,SON,G6sulfur - SSP5-8.5,-1.4900559,-1.1593442,1.5814150,0.2887255,-0.9422296,-5.1732536,1.4872252,30,0.1000000,0.9000000,0.0000000,0.2670472,-2.1816865,-0.8909849,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,ANN,G6solar - G6sulfur,-0.0866398,0.0430524,0.5357898,0.0978214,-0.1617048,-1.1600363,0.7781086,30,0.5333333,0.4666667,0.0000000,0.1120683,-0.2944393,0.1068244,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,ANN,G6solar - SSP5-8.5,-0.0050104,0.0305917,0.6328846,0.1155484,-0.0079167,-1.4296221,1.1535611,30,0.5666667,0.4333333,0.0000000,0.3138126,-0.2885622,0.2717369,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,ANN,G6sulfur - SSP5-8.5,0.0816294,0.1787042,0.6402262,0.1168888,0.1275008,-1.1940361,1.0517332,30,0.5666667,0.4333333,0.0000000,0.0043627,-0.1442622,0.3103546,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,DJF,G6solar - G6sulfur,-0.1991911,-0.2841863,1.1083670,0.2058186,-0.1797158,-3.3117711,1.7699728,29,0.4137931,0.5862069,0.0000000,-0.1737229,-0.5527496,0.1637050,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,DJF,G6solar - SSP5-8.5,-0.2190314,-0.1102798,1.2529541,0.2326677,-0.1748120,-2.6803519,2.0550275,29,0.4482759,0.5517241,0.0000000,0.0932818,-0.7159014,0.2262334,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,DJF,G6sulfur - SSP5-8.5,-0.0198403,-0.1359252,1.4955585,0.2777182,-0.0132662,-3.3921756,2.6988807,29,0.4482759,0.5517241,0.0000000,-0.0362414,-0.4962813,0.4329430,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,JJA,G6solar - G6sulfur,0.3766763,0.2892708,0.8357895,0.1525936,0.4506832,-1.5942259,1.9455867,30,0.6333333,0.3666667,0.0000000,-0.0876053,0.1581529,0.6180543,above_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,JJA,G6solar - SSP5-8.5,0.2785959,0.5252915,0.9201085,0.1679881,0.3027859,-1.7878294,1.8514134,30,0.7000000,0.3000000,0.0000000,-0.0010249,0.0580717,0.4883805,above_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,JJA,G6sulfur - SSP5-8.5,-0.0980805,-0.1107779,1.1259881,0.2055764,-0.0871061,-2.3014514,2.2487298,30,0.4333333,0.5666667,0.0000000,-0.0072663,-0.4325958,0.1870947,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,MAM,G6solar - G6sulfur,-0.5058509,-0.6477968,1.2894005,0.2354112,-0.3923148,-2.7057930,1.8350447,30,0.3666667,0.6333333,0.0000000,0.0431581,-0.8930476,-0.1130339,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,MAM,G6solar - SSP5-8.5,0.2101176,0.0360658,1.2062480,0.2202297,0.1741911,-1.5426873,4.0116499,30,0.5000000,0.5000000,0.0000000,0.2497612,-0.1772449,0.6575531,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,MAM,G6sulfur - SSP5-8.5,0.7159686,0.6658757,1.2835375,0.2343408,0.5578088,-1.8159851,3.4975821,30,0.7333333,0.2666667,0.0000000,0.0521832,0.3349702,1.1141807,above_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,SON,G6solar - G6sulfur,-0.0572367,0.0538775,0.7675357,0.1401322,-0.0745721,-1.6132194,1.2712272,30,0.5666667,0.4333333,0.0000000,-0.1719502,-0.2810790,0.1630174,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,SON,G6solar - SSP5-8.5,-0.3352833,-0.1548213,0.8856542,0.1616976,-0.3785713,-2.6910086,1.2150865,30,0.3333333,0.6666667,0.0000000,-0.1241043,-0.6272224,-0.0339902,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,pr_mean,mm/day,SON,G6sulfur - SSP5-8.5,-0.2780465,-0.2358517,0.7954561,0.1452297,-0.3495436,-2.1155843,1.2711242,30,0.2666667,0.7333333,0.0000000,0.1186790,-0.5917376,0.0245882,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,ANN,G6solar - G6sulfur,-0.3622132,-0.3427104,0.8500045,0.1551889,-0.4261309,-2.4100977,1.0682552,30,0.3666667,0.6333333,0.0000000,0.0877334,-0.6618164,-0.0079812,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,ANN,G6solar - SSP5-8.5,-2.1600043,-2.0097571,0.9356160,0.1708193,-2.3086439,-4.2519670,-0.7645368,30,0.0000000,1.0000000,0.0000000,0.1890722,-2.5789542,-1.7593507,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,ANN,G6sulfur - SSP5-8.5,-1.7977912,-1.7523252,1.0256406,0.1872555,-1.7528470,-3.8027267,-0.0430144,30,0.0000000,1.0000000,0.0000000,0.4019791,-2.3574646,-1.2300059,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,DJF,G6solar - G6sulfur,-0.4759339,-0.0285432,2.4491307,0.4547922,-0.1943277,-6.5930669,4.2452290,29,0.4827586,0.5172414,0.0000000,-0.1653713,-1.2694166,0.3116193,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,DJF,G6solar - SSP5-8.5,-1.9635427,-1.4166079,2.2976192,0.4266572,-0.8545988,-6.8600377,3.4323384,29,0.1034483,0.8965517,0.0000000,-0.2772083,-2.5819670,-1.3843141,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,DJF,G6sulfur - SSP5-8.5,-1.4876088,-1.2675580,2.5335421,0.4704670,-0.5871656,-7.4457071,4.6716527,29,0.2758621,0.7241379,0.0000000,-0.1030684,-2.3084639,-0.8247860,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,JJA,G6solar - G6sulfur,-0.3737742,-0.2929976,0.8713278,0.1590820,-0.4289708,-2.0806495,0.9990389,30,0.4333333,0.5666667,0.0000000,0.2171395,-0.7458377,0.0024415,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,JJA,G6solar - SSP5-8.5,-2.3597248,-2.5782678,1.0551793,0.1926485,-2.2363258,-4.8567735,-0.3436174,30,0.0000000,1.0000000,0.0000000,0.1493775,-2.8109510,-1.9282857,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,JJA,G6sulfur - SSP5-8.5,-1.9859506,-1.7943984,1.4083244,0.2571237,-1.4101514,-5.6316328,0.6978739,30,0.1000000,0.9000000,0.0000000,0.3060310,-2.7021085,-1.2840707,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,MAM,G6solar - G6sulfur,-0.2195970,-0.3158690,1.2172165,0.2222323,-0.1804092,-2.1448478,2.4765063,30,0.3333333,0.6666667,0.0000000,0.3002776,-0.7344432,0.3479884,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,MAM,G6solar - SSP5-8.5,-2.3519409,-2.3337064,1.3541123,0.2472260,-1.7368876,-4.8965959,-0.2801240,30,0.0000000,1.0000000,0.0000000,0.2321375,-2.9539584,-1.8249196,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,MAM,G6sulfur - SSP5-8.5,-2.1323438,-1.9509312,1.6094052,0.2938358,-1.3249266,-5.8525158,0.4096571,30,0.0666667,0.9333333,0.0000000,0.4225818,-3.0408879,-1.3045965,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,SON,G6solar - G6sulfur,-0.4175226,-0.3364671,1.0382459,0.1895569,-0.4021423,-2.3311238,2.0180609,30,0.4000000,0.6000000,0.0000000,-0.0932807,-0.7732758,-0.0838500,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,SON,G6solar - SSP5-8.5,-2.0342834,-1.9327071,1.4904495,0.2721176,-1.3648791,-4.3850708,0.8718931,30,0.0333333,0.9666667,0.0000000,0.2710064,-2.7665915,-1.3448397,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,gulf_coast,tasmax_mean,degC,SON,G6sulfur - SSP5-8.5,-1.6167607,-1.4532545,1.3106916,0.2392984,-1.2335173,-4.9386814,1.0343175,30,0.0666667,0.9333333,0.0000000,0.3768696,-2.2453600,-0.9414663,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,ANN,G6solar - G6sulfur,0.0354748,0.0867462,0.4078724,0.0744670,0.0869753,-0.8215783,0.7518138,30,0.6000000,0.4000000,0.0000000,0.2528498,-0.1154571,0.1657605,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,ANN,G6solar - SSP5-8.5,-0.0188275,-0.0526927,0.4518790,0.0825014,-0.0416650,-0.8862442,0.8606100,30,0.4000000,0.6000000,0.0000000,0.4311552,-0.2415903,0.1959350,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,ANN,G6sulfur - SSP5-8.5,-0.0543024,-0.0109653,0.4794813,0.0875409,-0.1132523,-0.9667710,0.9132952,30,0.5000000,0.5000000,0.0000000,0.3083595,-0.2576061,0.1426062,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,DJF,G6solar - G6sulfur,-0.0048121,0.1393159,0.9120532,0.1693640,-0.0052761,-1.7729112,1.9865481,29,0.5517241,0.4482759,0.0000000,-0.0625371,-0.2686277,0.2407737,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,DJF,G6solar - SSP5-8.5,-0.1408677,-0.2138103,1.2086666,0.2244437,-0.1165480,-2.1278886,2.2332138,29,0.4137931,0.5862069,0.0000000,0.0303147,-0.5885399,0.2956348,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,DJF,G6sulfur - SSP5-8.5,-0.1360556,-0.3290928,1.2928886,0.2400834,-0.1052338,-2.1841681,2.4463388,29,0.3793103,0.6206897,0.0000000,0.0349263,-0.5863600,0.2952173,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,JJA,G6solar - G6sulfur,0.2555874,0.2528793,0.4229246,0.0772151,0.6043334,-0.4482326,1.0076930,30,0.7333333,0.2666667,0.0000000,-0.1368495,0.1608564,0.3637942,above_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,JJA,G6solar - SSP5-8.5,0.2332561,0.2689734,0.4429230,0.0808663,0.5266291,-0.6535773,1.0094474,30,0.8000000,0.2000000,0.0000000,-0.0865144,0.1186437,0.3377820,above_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,JJA,G6sulfur - SSP5-8.5,-0.0223313,-0.0143907,0.6402493,0.1168930,-0.0348791,-1.2025555,1.3782536,30,0.5000000,0.5000000,0.0000000,-0.1282266,-0.1975221,0.1282405,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,MAM,G6solar - G6sulfur,-0.1599950,-0.2875178,0.8268529,0.1509620,-0.1934987,-1.5029141,1.5925942,30,0.3333333,0.6666667,0.0000000,0.1049394,-0.4398408,0.0821272,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,MAM,G6solar - SSP5-8.5,0.1039009,-0.0207697,0.8628629,0.1575365,0.1204141,-1.6043673,2.7996998,30,0.5000000,0.5000000,0.0000000,0.3087964,-0.2371199,0.4660511,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,MAM,G6sulfur - SSP5-8.5,0.2638958,0.0989222,0.9829832,0.1794674,0.2684642,-1.7597839,2.5813842,30,0.6333333,0.3666667,0.0000000,0.1192028,-0.0166445,0.5777797,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,SON,G6solar - G6sulfur,0.0420595,0.1357994,0.5793044,0.1057660,0.0726035,-0.9569736,0.9652743,30,0.5666667,0.4333333,0.0000000,-0.1679822,-0.1144305,0.1820301,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,SON,G6solar - SSP5-8.5,-0.2894144,-0.1339392,0.5265899,0.0961417,-0.5496011,-1.6271581,0.7503890,30,0.2333333,0.7666667,0.0000000,-0.1561407,-0.4753454,-0.0978220,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,pr_mean,mm/day,SON,G6sulfur - SSP5-8.5,-0.3314739,-0.4451432,0.4663487,0.0851432,-0.7107855,-1.0052992,0.5867521,30,0.2333333,0.7666667,0.0000000,0.1267385,-0.5122886,-0.1667290,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,ANN,G6solar - G6sulfur,-0.4047026,-0.3880882,0.6484980,0.1183990,-0.6240615,-2.0654267,0.8286398,30,0.3333333,0.6666667,0.0000000,0.0258427,-0.6119814,-0.1732549,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,ANN,G6solar - SSP5-8.5,-2.1256878,-2.0265216,0.7087827,0.1294054,-2.9990685,-3.6469198,-1.0722955,30,0.0000000,1.0000000,0.0000000,0.3245207,-2.4748880,-1.7855114,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,ANN,G6sulfur - SSP5-8.5,-1.7209851,-1.6402427,0.8492946,0.1550593,-2.0263701,-3.6845946,-0.1535054,30,0.0000000,1.0000000,0.0000000,0.4986726,-2.2033783,-1.2234019,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,DJF,G6solar - G6sulfur,-0.5390476,-0.2505538,1.7416255,0.3234117,-0.3095083,-4.7367814,2.4423721,29,0.4137931,0.5862069,0.0000000,-0.1814499,-1.1252440,0.0601022,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,DJF,G6solar - SSP5-8.5,-1.9515742,-1.5671816,1.6719569,0.3104746,-1.1672395,-5.6170566,2.0814359,29,0.0344828,0.9655172,0.0000000,-0.3656986,-2.3547704,-1.5707654,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,DJF,G6sulfur - SSP5-8.5,-1.4125266,-1.5435034,1.8892506,0.3508250,-0.7476650,-5.9259777,3.3389268,29,0.1724138,0.8275862,0.0000000,-0.0690383,-2.0946379,-0.8426448,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,JJA,G6solar - G6sulfur,-0.3485888,-0.3988166,0.5705109,0.1041606,-0.6110117,-1.4136167,0.6705750,30,0.2666667,0.7333333,0.0000000,0.2132398,-0.5994890,-0.0875324,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,JJA,G6solar - SSP5-8.5,-2.2657806,-2.2431446,0.7239121,0.1321677,-3.1299110,-3.9472550,-0.7043139,30,0.0000000,1.0000000,0.0000000,0.3083872,-2.6114724,-1.9217081,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,JJA,G6sulfur - SSP5-8.5,-1.9171918,-1.9544473,1.0087133,0.1841650,-1.9006310,-4.5358581,0.0607843,30,0.0333333,0.9666667,0.0000000,0.4062190,-2.4734032,-1.3896496,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,MAM,G6solar - G6sulfur,-0.4019685,-0.4413078,1.0296015,0.1879787,-0.3904117,-2.6847918,1.9828824,30,0.3666667,0.6333333,0.0000000,0.3126793,-0.8224941,0.0519290,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,MAM,G6solar - SSP5-8.5,-2.2599317,-2.2347739,1.1590833,0.2116187,-1.9497578,-4.2848982,-0.4756954,30,0.0000000,1.0000000,0.0000000,0.1734339,-2.7546030,-1.8183678,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,MAM,G6sulfur - SSP5-8.5,-1.8579632,-1.7342035,1.3648970,0.2491950,-1.3612480,-4.7100595,0.3300132,30,0.0666667,0.9333333,0.0000000,0.3848775,-2.6303376,-1.1803713,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,SON,G6solar - G6sulfur,-0.3674505,-0.2916579,0.7301057,0.1332985,-0.5032839,-1.4680314,1.4327465,30,0.3000000,0.7000000,0.0000000,-0.1448616,-0.5892051,-0.1485801,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,SON,G6solar - SSP5-8.5,-2.0864338,-2.0101344,1.1415998,0.2084267,-1.8276403,-3.8765211,0.2107612,30,0.0333333,0.9666667,0.0000000,0.3189160,-2.6598450,-1.5059350,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,original_box,tasmax_mean,degC,SON,G6sulfur - SSP5-8.5,-1.7189833,-1.6885067,1.0121304,0.1847889,-1.6983813,-4.3202325,0.4930452,30,0.0333333,0.9666667,0.0000000,0.4763497,-2.2294811,-1.1815081,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,ANN,G6solar - G6sulfur,-0.0310077,0.0722801,0.4999399,0.0912761,-0.0620229,-1.0915596,0.7607774,30,0.6000000,0.4000000,0.0000000,0.0793165,-0.2185558,0.1503506,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,ANN,G6solar - SSP5-8.5,-0.1502245,-0.1825417,0.5185672,0.0946770,-0.2896915,-1.2543770,0.9159157,30,0.3666667,0.6333333,0.0000000,0.3083417,-0.3816230,0.0743244,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,ANN,G6sulfur - SSP5-8.5,-0.1192168,-0.1197175,0.5377684,0.0981826,-0.2216880,-1.3745612,0.9089818,30,0.4000000,0.6000000,0.0000000,0.0421163,-0.3077465,0.0696722,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,DJF,G6solar - G6sulfur,-0.2111585,-0.0463833,1.0795954,0.2004758,-0.1955904,-2.9591180,1.8708435,29,0.4827586,0.5172414,0.0000000,-0.2325580,-0.5108013,0.0706869,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,DJF,G6solar - SSP5-8.5,-0.4355146,-0.2153435,1.2811714,0.2379076,-0.3399347,-2.9254136,2.3345013,29,0.3103448,0.6896552,0.0000000,-0.0306940,-0.9053368,0.0097506,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,DJF,G6sulfur - SSP5-8.5,-0.2243561,-0.4338349,1.5659805,0.2907953,-0.1432688,-3.3586504,3.4894494,29,0.4482759,0.5517241,0.0000000,-0.1342619,-0.7268645,0.2134350,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,JJA,G6solar - G6sulfur,0.3549505,0.3833437,0.5532010,0.1010002,0.6416303,-1.2404516,1.7156636,30,0.8666667,0.1333333,0.0000000,0.0415013,0.1760422,0.5177920,above_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,JJA,G6solar - SSP5-8.5,0.1261101,0.2502679,0.6776151,0.1237150,0.1861088,-1.2172553,1.4273246,30,0.6333333,0.3666667,0.0000000,-0.0324061,-0.0300303,0.2847874,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,JJA,G6sulfur - SSP5-8.5,-0.2288403,-0.3474705,0.8026367,0.1465407,-0.2851107,-1.5771546,1.4339931,30,0.2666667,0.7333333,0.0000000,-0.0737934,-0.4381100,-0.0327059,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,MAM,G6solar - G6sulfur,-0.1731326,-0.1849184,1.0603819,0.1935984,-0.1632738,-1.8801246,2.4675053,30,0.4333333,0.5666667,0.0000000,0.1007147,-0.5077881,0.1636379,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,MAM,G6solar - SSP5-8.5,0.0411919,-0.1139704,0.9587158,0.1750368,0.0429657,-1.7866473,3.3331198,30,0.3333333,0.6666667,0.0000000,0.1951350,-0.2489558,0.3705930,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,MAM,G6sulfur - SSP5-8.5,0.2143245,0.1324533,1.2175228,0.2222882,0.1760333,-2.3325771,3.2293393,30,0.5000000,0.5000000,0.0000000,0.0438950,-0.1083397,0.5420185,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,SON,G6solar - G6sulfur,-0.1323017,0.0743338,0.7502040,0.1369679,-0.1763543,-1.8317868,1.0241162,30,0.5333333,0.4666667,0.0000000,-0.1980838,-0.3728633,0.1041600,includes_zero,True,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,SON,G6solar - SSP5-8.5,-0.3850298,-0.2930516,0.8738940,0.1595505,-0.4405909,-2.7533722,1.2619968,30,0.3000000,0.7000000,0.0000000,-0.3134610,-0.6066220,-0.1567017,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,pr_mean,mm/day,SON,G6sulfur - SSP5-8.5,-0.2527280,-0.3060163,0.6765101,0.1235133,-0.3735761,-1.7216164,0.9171448,30,0.3333333,0.6666667,0.0000000,0.0338289,-0.5176529,-0.0106540,below_zero,False,10000,5
IPSL-CM6A-LR,r1i1p1f1,gr,southeast_land,tasmax_mean,degC,ANN,G6solar - G6sulfur,-0.4252090,-0.3738459,0.9351975,0.1707429,-0.4546730,-2.9100814,1.1154287,30,0.3666667,0.6333333,0.0000000,-0.0256819,-0.6940153,-0.1227065,below_zero,False,10000,5
